PN,OD,ID,Height,AWG,Min Diameter,Nominal Diameter,Max Diameter,Effective Diameter,Turns,AL,Inductance,Fill Factor
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,14.0,0.224,0.6146700247685377
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,14.0,0.35,0.6096174935251321
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,14.0,0.504,0.582941586395143
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,14.0,0.686,0.5448223806859995
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,14.0,1.134,0.5564245549937263
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,14.0,1.4,0.49229891404425874
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,14.0,2.016,0.47652103266997053
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,14.0,2.744,0.43991804633039044
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,14.0,3.584,0.40058480359511617
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,14.0,4.536,0.3638140954396265
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,14.0,6.174,0.33712403456989803
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,14.0,8.064,0.30657000275136437
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,14.0,10.206,0.2761040779627074
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,14.0,12.6,0.24849367016643661
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,14.0,16.184,0.22580380999050348
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,14.0,20.216,0.20342533208883296
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,14.0,27.104,0.18497664002575515
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,14.0,35.0,0.16646567150782476
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,14.0,42.35,0.15070902074314535
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,14.0,55.566,0.13562538030306548
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,14.0,68.6,0.12136831826375578
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,14.0,89.6,0.10881395111507337
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,14.0,110.894,0.09875913440433612
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,22.0,0.022,0.38051232374045707
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,22.0,0.088,0.6055146782182275
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,22.0,0.198,0.7225041832501643
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,22.0,0.198,0.5765904495306643
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,22.0,0.352,0.6146700247685377
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,22.0,0.55,0.6096174935251321
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,22.0,0.792,0.582941586395143
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,22.0,1.078,0.5448223806859995
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,22.0,1.782,0.5564245549937263
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,22.0,2.2,0.49229891404425874
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,22.0,3.168,0.47652103266997053
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,22.0,4.312,0.43991804633039044
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,22.0,5.632,0.40058480359511617
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,22.0,7.128,0.3638140954396265
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,22.0,9.702,0.33712403456989803
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,22.0,12.672,0.30657000275136437
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,22.0,16.038,0.2761040779627074
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,22.0,19.8,0.24849367016643661
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,22.0,25.432,0.22580380999050348
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,22.0,31.768,0.20342533208883296
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,22.0,42.592,0.18497664002575515
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,22.0,55.0,0.16646567150782476
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,22.0,66.55,0.15070902074314535
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,22.0,87.318,0.13562538030306548
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,22.0,107.8,0.12136831826375578
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,22.0,140.8,0.10881395111507337
290-40u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,22.0,174.262,0.09875913440433612
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,32.0,0.032,0.38051232374045707
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,32.0,0.128,0.6055146782182275
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,32.0,0.288,0.7225041832501643
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,32.0,0.288,0.5765904495306643
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,32.0,0.512,0.6146700247685377
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,32.0,0.8,0.6096174935251321
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,32.0,1.152,0.582941586395143
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,32.0,1.568,0.5448223806859995
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,32.0,2.592,0.5564245549937263
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,32.0,3.2,0.49229891404425874
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,32.0,4.608,0.47652103266997053
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,32.0,6.272,0.43991804633039044
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,32.0,8.192,0.40058480359511617
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,32.0,10.368,0.3638140954396265
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,32.0,14.112,0.33712403456989803
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,32.0,18.432,0.30657000275136437
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,32.0,23.328,0.2761040779627074
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,32.0,28.8,0.24849367016643661
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,32.0,36.992,0.22580380999050348
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,32.0,46.208,0.20342533208883296
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,32.0,61.952,0.18497664002575515
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,32.0,80.0,0.16646567150782476
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,32.0,96.8,0.15070902074314535
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,32.0,127.008,0.13562538030306548
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,32.0,156.8,0.12136831826375578
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,32.0,204.8,0.10881395111507337
290-60u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,32.0,253.472,0.09875913440433612
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,41.0,0.041,0.38051232374045707
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,41.0,0.164,0.6055146782182275
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,41.0,0.369,0.7225041832501643
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,41.0,0.369,0.5765904495306643
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,41.0,0.656,0.6146700247685377
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,41.0,1.025,0.6096174935251321
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,41.0,1.476,0.582941586395143
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,41.0,2.009,0.5448223806859995
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,41.0,3.321,0.5564245549937263
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,41.0,4.1,0.49229891404425874
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,41.0,5.904,0.47652103266997053
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,41.0,8.036,0.43991804633039044
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,41.0,10.496,0.40058480359511617
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,41.0,13.284,0.3638140954396265
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,41.0,18.081,0.33712403456989803
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,41.0,23.616,0.30657000275136437
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,41.0,29.889,0.2761040779627074
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,41.0,36.9,0.24849367016643661
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,41.0,47.396,0.22580380999050348
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,41.0,59.204,0.20342533208883296
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,41.0,79.376,0.18497664002575515
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,41.0,102.5,0.16646567150782476
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,41.0,124.025,0.15070902074314535
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,41.0,162.729,0.13562538030306548
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,41.0,200.9,0.12136831826375578
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,41.0,262.4,0.10881395111507337
290-75u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,41.0,324.761,0.09875913440433612
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,48.0,0.048,0.38051232374045707
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,48.0,0.192,0.6055146782182275
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,48.0,0.432,0.7225041832501643
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,48.0,0.432,0.5765904495306643
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,48.0,0.768,0.6146700247685377
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,48.0,1.2,0.6096174935251321
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,48.0,1.728,0.582941586395143
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,48.0,2.352,0.5448223806859995
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,48.0,3.888,0.5564245549937263
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,48.0,4.8,0.49229891404425874
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,48.0,6.912,0.47652103266997053
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,48.0,9.408,0.43991804633039044
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,48.0,12.288,0.40058480359511617
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,48.0,15.552,0.3638140954396265
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,48.0,21.168,0.33712403456989803
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,48.0,27.648,0.30657000275136437
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,48.0,34.992,0.2761040779627074
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,48.0,43.2,0.24849367016643661
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,48.0,55.488,0.22580380999050348
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,48.0,69.312,0.20342533208883296
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,48.0,92.928,0.18497664002575515
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,48.0,120.0,0.16646567150782476
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,48.0,145.2,0.15070902074314535
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,48.0,190.512,0.13562538030306548
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,48.0,235.2,0.12136831826375578
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,48.0,307.2,0.10881395111507337
290-90u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,48.0,380.208,0.09875913440433612
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,66.0,0.066,0.38051232374045707
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,66.0,0.264,0.6055146782182275
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,66.0,0.594,0.7225041832501643
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,66.0,0.594,0.5765904495306643
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,66.0,1.056,0.6146700247685377
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,66.0,1.65,0.6096174935251321
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,66.0,2.376,0.582941586395143
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,66.0,3.234,0.5448223806859995
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,66.0,5.346,0.5564245549937263
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,66.0,6.6,0.49229891404425874
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,66.0,9.504,0.47652103266997053
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,66.0,12.936,0.43991804633039044
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,66.0,16.896,0.40058480359511617
290-125u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,66.0,21.384,0.3638140954396265
